ID	ND	FL
UMGS2070	0.001332075	0.001078788
RUG11272	0.0009851628	0.001424972
CALWPV01	0.001245954	0.001163655
Calorimonas	0.00118214	0.001221994
F23-D06	0.001056511	0.001342856
JAAYCI01	0.001081089	0.001317261
UMGS1585	0.0008860339	0.00149508
JAHHUA01	0.002260878	0.0001190519
Capnocytophaga	0.001618358	0.0007566597
Rhodoferax	0.001323697	0.001046474
Alangreenwoodia	0.001138095	0.001222225
Limnohabitans_A	0.001386624	0.0009639496
SR-FBR-E99	0.001252723	0.001060989
Tannerella	0.0006562894	0.001655967
CANRCE01	8.703513e-07	0.002307513
Metalachnospira	0.00104051	0.001264238
Mesolinea	0.001452202	0.0008496124
UBA7477	0.0007506763	0.001548595
WRFZ01	0.0009247939	0.001366827
Anaerotardibacter	0.001304188	0.0009856998
Halarcobacter	0.0008727531	0.001411428
JAIRKI01	0.0006221394	0.001657885
Xenophilus	0.001110101	0.001157478
UBA5905	0.0008339174	0.001410957
CANQCX01	0.0007198637	0.001524736
BNZN01	0.001051258	0.001177278
RUG11130	0.0007375341	0.001490638
UBA7332	0.001103954	0.001118299
Allocoprobacillus	0.0007497522	0.001471438
Succinivibrio	0.001076818	0.001143602
Avoscillospira	0.001044875	0.001160746
Clostridium_I	0.001225329	0.0009705096
Acidovorax	0.0010974	0.001097128
UBA2658	0.001126918	0.001065619
QVMH01	0.000802671	0.001387139
UBA1258	0.0005428416	0.001632682
Holdemanella	0.0003775353	0.001796529
SIG292	0.001008433	0.001161975
CASQEL01	0.0007359458	0.001425132
RGIG7107	8.422362e-05	0.0020646
WRJC01	0.001130548	0.001015183
G963675355	0.001191988	0.0009517235
Fontibacillus	0.001145953	0.0009915219
CALXSV01	0.001149152	0.0009767075
CAKSEI01	0.0008443875	0.001271154
Gallipaludibacter	0.001154237	0.0009587829
UMGS946	0.001147356	0.0009589319
Avimonas_A	0.0009090234	0.001187431
Pseudoxanthomonas_A	0.0007889318	0.001301304
UBA9145	0.001476746	0.0006059067
HGM11507	0.0006353272	0.001436996
Pseudoruminococcus_B	0.0009951252	0.001074054
UBA3839	0.0009754453	0.001084917
RGIG4576	0.0009868432	0.001061682
Beduini	0.0003861503	0.001653551
Soleaferrea	0.001271113	0.0007620011
Instestinimonas_A	0.001221566	0.0008106908
Faecimorpha	0.0007408637	0.0012837
CAG-492	0.0004019751	0.001621451
Barb7	0.0001993084	0.001818636
Reichenbachiella	0.0009960505	0.001014067
Halodesulfovibrio	0.0005974386	0.001399643
JAGTTR01	0.0008601024	0.00113646
Ligaoa	0.001025542	0.0009706372
UMGS1271	0.0004477827	0.001542545
JAJBUQ01	0.001145492	0.0008383649
CAJFUH01	0.0005267916	0.00145614
Enterococcus_E	0.0008496396	0.001129085
Nicoliella	0.001046866	0.0009301503
Scatolibacter	0.0009989416	0.0009691563
Protoclostridium	0.0005161997	0.001450313
UBA6211	0.0008535564	0.001108653
DTU064	0.0009406658	0.001020932
Symbiothrix	0.001225642	0.0007307733
UMGS2037	0.0009302745	0.001026035
RUG14156	0.000536075	0.001419489
Thermocaproicibacter	0.001058708	0.0008920263
Parapedobacter	0.000664253	0.001285487
CAKRRK01	0.0009919076	0.000956123
Parasutterella	0.0008611166	0.001075845
CAKSQF01	0.0009367425	0.0009742482
JAAZLH01	0.000352063	0.00155642
Maridesulfovibrio	0.000815118	0.001089571
UBA1177	0.001118397	0.0007837606
UMGS1202	0.0009605041	0.0009341674
XBB1006	0.0009749388	0.0009190925
Roslinia	0.001183547	0.0007054531
Falcatimonas	0.001206181	0.0006714481
CAKPQL01	0.0001389549	0.001734263
Eubacterium_S	0.0009403871	0.000926327
Clostridium_K	0.0005926335	0.001273317
Thermoanaerobacterium	0.0004073246	0.001457815
Yes71-27	0.000897091	0.000965451
Coliplasma	0.000997948	0.0008597359
JAQVCS01	0.0004413711	0.001415054
Ornithospirochaeta	0.0008786292	0.0009746819
CALXSC01	0.00029844	0.001540849
CANPXH01	0.0007067286	0.001131299
W5053	0.0002323919	0.001594008
JAISJH01	0.0005274449	0.00129548
Caproicibacter	0.0008394324	0.0009807704
RUG806	0.000591453	0.001223437
LD21	0.0006945969	0.001117711
Onthovivens	0.0005676818	0.001237349
Paenactinomyces	0.0009940706	0.0008106398
JAAYNV01	0.0002686016	0.001530041
Traorella	0.0007110155	0.001084233
Onthousia	0.0004003126	0.001394092
BMS3ABIN04	1.172506e-05	0.001782517
UBA1267	0.000776864	0.001014944
Paenibacillus_K	0.0009147066	0.0008736767
Cfx3-03	0.000728098	0.001060049
Lysinibacillus	0.0006782174	0.001099861
Congzhengia	0.0004242854	0.001341872
Caproicibacterium	0.00102086	0.0007328323
Winogradskyella	0.0009928367	0.0007598018
JAAYYM01	0.0004835879	0.001268381
WQXQ01	0.0009393595	0.0008086327
Pauljensenia	0.0001138489	0.001631965
WRDF01	0.0009311778	0.0008103387
Parabacteroides_B	0.0006532429	0.001086775
UBA4644	0.0009620093	0.0007722017
MGBC119817	0.0005191749	0.001213456
UMGS1623	0.0007341446	0.0009963257
Acetanaerobacterium	0.000663685	0.001066432
SIG293	0.0009163135	0.0008099184
Ornithomonoglobus	0.0007067023	0.001004138
JAGXIT01	0.0009037111	0.000806952
Cryptobacterium	0.001023222	0.0006872128
RGIG5612	0.0008508279	0.0008553415
Cacconaster	0.0006848394	0.00100736
UMGS911	0.0007703342	0.0009108164
W3P20-009	0.0008107639	0.0008638019
WRMQ01	0.0009505722	0.0007205047
UBA8129	0.001066231	0.000597015
UBA9076	0.0005356949	0.001127474
JAVBKE01	0.001043202	0.0006170656
RGIG3528	0.0005242594	0.001129828
Selenomonas_C	0.0008314136	0.0008147327
RGIG4034	0.0006863126	0.0009496083
UBA8904	0.0009688173	0.0006631298
Mucilaginibacter	0.0004841129	0.001143289
Brevundimonas	0.001154554	0.0004666424
Anaerobacterium	0.001535325	8.277031e-05
Acinetobacter	0.0009929149	0.0006197973
Faecalibacillus	0.0002825641	0.001326722
UBA9715	0.0006205537	0.000988318
BQUT01	0.0009436139	0.0006619248
JAKSCG01	0.0007885248	0.0008167438
Nostoc	0.0006145713	0.0009855561
JAFLUQ01	0.00064317	0.0009568426
Phascolarctobacterium	0.0008627191	0.0007367038
Paenibacillus_J	0.0007364577	0.0008604467
RGIG7977	0.0004723899	0.001120806
RUG13868	0.0005158316	0.001075794
UMGS1251	0.0003188952	0.001264619
CAAGNP01	0.0006938081	0.0008873636
UBA4636	0.0004307989	0.001146207
UBA2813	0.0005438266	0.001029558
Lenti-01	0.0004624494	0.001109552
RGIG4856	0.0007236327	0.0008373806
RGIG4831	0.0009329377	0.0006227176
Acetobacterium	0.000704859	0.0008449414
WRHT01	0.0004869251	0.001062023
JAQVHQ01	0.0007761027	0.0007656604
Hominisplanchenecus	0.0008752435	0.0006570363
JAEYQN01	0.0006007294	0.000930108
CAG-103	0.0008858675	0.0006360417
YE71	0.0005618843	0.0009557028
Sulfurovum	0.0001791414	0.001315539
CAKPCJ01	0.0003397475	0.00115004
QAKS01	0.0005372012	0.0009489266
Alloclostridium	7.644258e-05	0.001404922
Desulfolucanica	7.438431e-06	0.001473604
CAVHXA01	0.0005272388	0.000949449
RUG410	0.0004311261	0.001042764
MED727	0.0009392841	0.0005340176
Clostridioides	0.0008301082	0.0006393006
UBA7868	0.0001168422	0.001352197
XBB2008	0.0008016122	0.0006666058
JAAWBX01	0.001018008	0.000445054
Scatavimonas	0.0008251679	0.0006362023
CAKQOE01	0.0006759168	0.0007817844
Pelethousia	0.0008435964	0.0006098199
RGIG2311	0.0007467504	0.0007062236
RUG12372	0.0004638297	0.0009883147
Aphodosoma	0.001079045	0.0003663325
RPRC01	0.0005142489	0.0009302318
Zongyangia	0.0006236573	0.0008162396
Propionispora	0.0004771657	0.0009602368
CALMSM01	6.080468e-06	0.001431164
Pseudoscardovia	0.0001066003	0.00132887
HGM11386	0.0006568957	0.0007784131
JAMWDE01	0.0008282831	0.0006040772
CAZU01	0.0007828478	0.0006489491
Massilicoli	0.0002771567	0.001154248
Neobacillus	0.0005131761	0.0009127709
WRMS01	0.0008381632	0.0005870557
Centipeda	0.0009972729	0.0004261421
JAILLW01	0.0003891527	0.001029163
Clostridium_AO	0.0003416344	0.001074908
UMGS1696	0.0006168271	0.0007976118
JAFBIO01	0.0007533645	0.0006585302
OMSK01	1.285511e-05	0.001392957
JAEWGG01	0.0003822151	0.001014236
RGIG9985	0.0009163747	0.0004793726
Vallitalea	0.0009717922	0.0004183352
Helicobacter_F	0.0003468435	0.001043247
JAHHTM01	0.0003092398	0.001079966
CAG-1782	0.0005661155	0.0008155276
CALGBW01	0.0006002076	0.0007809585
CALWOS01	0.0007772511	0.0006022189
UBA1535	0.0006591849	0.0007179733
DFXE01	0.0007881579	0.0005874421
Absicoccus	0.000213672	0.001156482
Sphaerotilus	0.0004347356	0.0009336083
HGM11525	0.000760565	0.000601007
Bombiscardovia	0.0001037121	0.001256508
RUG14223	0.0006310951	0.000727266
UMGS882	0.00102567	0.0003300242
JABWCH01	0.000108636	0.001241827
RGIG8002	0.0006556289	0.000694051
UBA12077	0.0008672253	0.0004788801
Mucinivorans	0.0003767098	0.0009674218
Bellilinea	0.000487903	0.0008505533
RUG11788	0.000255925	0.001081227
CANQKG01	0.0005838783	0.0007502827
Oceanospirillum	0.0004797277	0.0008519876
CAKRPJ01	0.0007900081	0.000533265
WRMG01	0.0007021798	0.0006172973
JAJDZL01	0.0008781528	0.0004402621
Roseburia_A	0.0006495394	0.0006677254
UBA10677	0.0004054342	0.0009089934
SIG200	0.0006619249	0.0006524295
Ruminiclostridium_D	0.0008660899	0.0004479792
CAUHLX01	0.0007063509	0.0006076911
UBA3789	0.0002859299	0.001027197
RGIG7114	0.0006490894	0.0006635988
JAHZDZ01	0.0007899116	0.0005222112
SIG423	0.0006702086	0.0006410946
Selenomonas_B	0.001170698	0.0001403402
CAG-452	0.000409948	0.0008989034
Kutzneria	0.0006700974	0.0006379803
Flemingiibacterium	0.0006086122	0.0006990373
WRMH01	0.0003651249	0.0009412683
Indiicoccus	0.0007815253	0.0005234324
Bianquea	0.0006629709	0.0006388103
JAAYQI01	0.0001797279	0.001120521
UMGS1484	0.0006353615	0.0006639087
Helicobacter_B	0.0003653216	0.0009335962
Ginsengibacter	0.0006814805	0.0006173392
SIG469	0.0007309153	0.0005674303
Ezakiella	0.0007891586	0.000507995
CALKGK01	0.0008083807	0.0004884179
CAG-245	0.0004795522	0.0008086971
JAQXZK01	0.0005422019	0.000745333
Peptostreptococcus	0.0006186307	0.000668095
DATKMS01	8.720643e-07	0.001285142
Nanosynbacter	0.0005286681	0.0007539106
JAQVEB01	0.0006460146	0.0006316039
CANQPS01	0.000318323	0.0009556463
Pediococcus	0.0007498052	0.0005194217
Methylomirabilis	0.000158026	0.001107591
UBA1081	0.0005213619	0.0007405279
UBA4292	0.000493795	0.0007665521
BNZF01	0.0006984527	0.0005617306
UMGS1668	0.0004925234	0.0007672892
Draconibacterium	0.0006325466	0.0006244742
Lentilactobacillus	0.0006008924	0.0006531048
CAKRHR01	0.000646455	0.000607342
CAMLTW01	0.0006140296	0.000638489
CANRMC01	0.0001965895	0.001055906
RGIG250	0.0005683172	0.0006821279
UBA1428	0.0009732546	0.0002764494
UBA5004	0.0007943187	0.0004451665
Breznakia	0.0006601184	0.0005766378
Marseille-P3160	0.001038534	0.0001971422
UBA1547	0.0003259844	0.0009040478
Anoxybacter	0.001134272	8.509406e-05
Clostridium_S	0.0005851902	0.0006337123
CALUVN01	0.0005712131	0.0006469922
Acidaminococcus	0.0005046955	0.0007093565
Bact-08	0.0004464768	0.0007654913
JAVBSC01	0.0003777997	0.000833199
Anaerobacillus_A	0.0007862741	0.0004238794
SIG333	0.0006145367	0.0005948672
UBA6192	0.0005779081	0.0006278966
Caccousia	0.0006104075	0.0005951456
Gallalistipes	2.202329e-05	0.001183388
Paracidovorax	0.0006114096	0.0005938351
Brevibacillus	0.0006050129	0.0005996745
BRH-c54	0.0002802381	0.0009197146
SKW257	0.001158815	3.970498e-05
JAIRMO01	0.0006793205	0.0005135874
Thermophilibacter	0.0007339621	0.0004585413
Croceivirga_A	0.0005034071	0.0006861436
JAEWCC01	0.0007419666	0.000445544
HGM13618	0.0001367784	0.001050541
CAMMKL01	0.0005499994	0.0006369915
C7867-001	0.001038561	0.0001480111
UBA3636	0.000678612	0.0005078661
UBA7236	0.00040337	0.0007788683
Ornithomonoglobus_A	0.0003815689	0.0007992152
JABMQB01	0.0001092174	0.001066084
JAISHE01	0.0003376778	0.0008314731
UMGS1958	0.0006066165	0.0005599581
PeH17	0.0005422129	0.0006239833
UBA3824	0.0005533125	0.000611471
MnB-11	0.0005423904	0.0006223573
Kosmotoga_B	0.000804335	0.0003562846
Dictyobacter	0.0005413451	0.0006180705
RGIG6375	0.0005277033	0.0006307193
Fusobacterium	0.0005274267	0.0006304626
Enterococcus_B	0.0004925523	0.0006605945
Scleromatobacter	0.000576543	0.0005739378
Enterocola	0.0006551858	0.0004933314
Pelosinus	0.0004099031	0.0007379507
Romboutsia_D	0.0002299721	0.0009071284
UMGS1754	0.000146086	0.0009897475
Faecisoma	0.0004145983	0.0007198173
RGIG4733	0.0001214216	0.00101025
JAFBIY01	0.0004494209	0.000678851
RGIG3925	0.0004673471	0.0006571198
Oceanobacillus	0.0003967535	0.0007273281
Cohnella	0.000284003	0.000839489
Caccocola	0.0004396698	0.0006788388
JAVBOW01	0.0002908592	0.0008270254
Paenibacillus_G	0.0004879084	0.0006268364
Clostridium_R	0.0005914618	0.0005223623
DXYV01	0.0006614281	0.0004513019
SFTH01	0.0006117552	0.0004977835
UBA5893	5.538061e-05	0.001052674
JBBAEA01	0.0003782385	0.0007274778
Phil1	0.0005151583	0.0005882717
FD2005	0.0007648219	0.000334838
CABSEG01	0.0004670111	0.0006251696
JANQEO01	0.0003429025	0.0007486728
JAAXGV01	0.0003860988	0.0007029296
Clostridium_F	0.0005459339	0.0005414786
JAAUQL01	0.00063538	0.0004493306
Halobacillus	0.0004609363	0.0006219547
Merdimorpha	0.0005178365	0.0005618931
Hydrogeniiclostridium	0.0004544676	0.0006186914
UBA6448	0.0002247385	0.000847329
Puia	0.0003646229	0.000704886
CAG-698	0.0009843609	8.071175e-05
CAJLIR01	0.0003408665	0.0007191842
Succiniclasticum	0.0004483159	0.0006086283
CALWRB01	0.000191763	0.0008628763
Comamonas	0.0006224998	0.0004273198
JAYFNU01	0.0003958103	0.0006502529
Ornithoclostridium	0.000314582	0.0007313325
UBA3212	0.0005095082	0.0005344689
JANQSA01	0.0005488938	0.0004936456
UBA1234	0.000362898	0.0006786788
Clostridium_T	0.0001137187	0.0009245272
Thermobrachium	0.0005137164	0.0005243228
Coprobacillus	0.0004264342	0.0006086619
CAKSNH01	0.0004712054	0.0005619564
Sporotomaculum	0.0003899029	0.0006429146
Amedibacillus	0.0002710044	0.0007613598
RGIG423	0.0006737226	0.0003579554
UBA3633	0.0003475639	0.0006814895
RUG13583	0.000420212	0.0006025087
UBA2336	0.0006219016	0.000399835
WQTX01	0.0005477065	0.0004734499
CAJUNI01	0.0004978774	0.0005225554
Petrimonas	0.0003423663	0.0006731077
Apopatosoma	0.0002964488	0.0007180069
UBA1738	0.0003327605	0.0006802929
Eggerthia	0.0007043243	0.0003086555
Clostridium_H	0.00059163	0.0004206512
JAAYPU01	6.790962e-05	0.0009436322
CANQDT01	0.0005646221	0.0004461199
RUG14243	0.0005930389	0.0004163722
JAHHSE01	0.0005601574	0.0004482987
CALNBC01	0.0002417167	0.0007649621
CAMBRQ01	0.0004636871	0.000541967
Aphodousia	0.0002029424	0.0007986735
Gastranaerophilus	0.0003648174	0.0006365733
JAILAT01	0.0004241061	0.0005751191
JAETTH01	0.0002608946	0.0007376848
CAMTJU01	0.0002734881	0.0007249042
Villigracilis	0.0002379205	0.0007602945
RUG191	0.0003593946	0.0006378356
Pseudobacteroides	0.0003428719	0.0006534336
Parafannyhessea	5.643113e-05	0.0009374934
Mesobacillus	0.0005496648	0.0004434476
HGM05376	0.0004815281	0.0005078786
JALEVB01	0.0001528344	0.0008343656
CALUNA01	0.0006554396	0.0003227974
Tardiphaga	0.0004288732	0.0005491986
UBA2264	0.000312685	0.0006638395
MGBC143601	0.0003094575	0.0006652911
SFGY01	0.0004897413	0.0004817493
JAEEJA01	0.0002021538	0.0007689314
JADGAQ01	0.0002503216	0.0007194935
UMGS856	0.0003051096	0.0006626925
Anaerobium	0.0005403003	0.0004261093
Aequitasia	0.0005537448	0.0004103954
JAEWAH01	0.0004427554	0.0005206554
Allobutyricicoccus	0.0004421124	0.0005189328
Inconstantimicrobium	0.0008763441	8.301676e-05
Clostridium_AM	0.0002277859	0.0007280277
UMGS1783	0.000174788	0.000777746
Dorea	0.0003762285	0.0005760379
RUG756	0.0004792507	0.0004722393
Niabella	0.0003466486	0.000604656
CATJLA01	0.0005121566	0.0004382859
NaphS2	0.000358427	0.0005913761
G963665495	0.0002377521	0.0007107984
MMGLQ5-1	0.0002129478	0.0007327022
JAVBNF01	0.0002776757	0.0006632844
YA12-FULL-51-18	0.0009388832	0
Azophilus	0.0007916765	0.0001469448
Minthousia	0.0004317198	0.0005064054
Harrysmithiimonas	0.0001614128	0.0007742876
CANRIN01	0.0004930267	0.0004410498
Lentimicrobium	0.0003613592	0.000570746
UBA5314	1.224862e-05	0.0009192803
UBA1774	0.000493606	0.000430936
UBA933	0.0004604068	0.0004635187
JAJPXI01	0.0003602861	0.0005590874
Fretibacterium	0.0002790094	0.0006354586
Petrocella	0.0003990237	0.0005153064
UMGS1865	0.0002182863	0.0006942397
RGIG5636	0.0004297631	0.0004809876
Anaeroplasma	0.000293047	0.000617581
CAG-390	0.0003877591	0.0005220179
Bullifex	0.0001761035	0.0007317945
UBA1731	0.0004388859	0.0004683051
SIG427	0.0002513154	0.0006554827
Bittarella	0.000142465	0.0007632144
RUG714	0.0004169366	0.0004870144
UMGS1387	0.0002780789	0.00062586
JANFXS01	0.0004167925	0.000484952
UBA3792	0.0003820725	0.0005195286
UBA1255	0.0004263082	0.0004733234
WRJI01	0.0002493196	0.0006440336
CAMTZM01	0.0002683205	0.0006239518
CAMJWQ01	0.0005781453	0.000312438
JAIRLS01	0.0004556721	0.0004301526
JAVBPB01	0.0002782924	0.0006072793
Pullilachnospira_A	0.0003932073	0.000492091
CAJJPW01	0.0003753892	0.0005083229
Serratia_F	0.0006159645	0.0002644061
Tissierella_C	0.0002979459	0.0005800755
RGIG8767	0.0004628039	0.0004147366
UBA6985	0.0001056382	0.0007714219
SIG32	0.0002901432	0.0005862781
Caryophanon	0.0004455614	0.0004308513
Desulfosarcina	0.0002519668	0.0006227492
Pelovirga	0.0002775262	0.0005908525
UBA3871	0.0003136345	0.0005545731
UMGS973	0.0002277648	0.000639728
Algoriphagus	0.0003405353	0.0005266496
JAFAGO01	0.0004997055	0.0003647466
Rhodopseudomonas	0.0004120529	0.0004489137
UBA1425	0.0004239998	0.0004365364
Pyramidobacter	0.0002392422	0.0006192869
CALFXN01	0.0006031995	0.0002516359
Onthoplasma	0.0001997819	0.0006535252
BNVG01	0.0005346786	0.0003174803
CAVLDP01	0.0006901516	0.0001619125
Sulfuricystis	0.0002888737	0.0005619111
Parasporobacterium	0.0004462493	0.0004011268
HGM11416	6.834767e-05	0.0007787215
Caccoplasma_A	0.0004031582	0.0004405653
UMGS2069	0.0001746969	0.0006671379
CALVUP01	0.0008272171	1.450736e-05
Avanaerovorax	0.0004791284	0.0003604793
JAEYLA01	0.0004313788	0.000407735
G11	0.0005299502	0.0003083718
Kaistella	0.0005980923	0.0002395739
JAAYJG01	0.0004151043	0.0004210904
Limisphaera	0.0005029373	0.0003314054
Azoarcus	0.0004533527	0.0003806645
CANRLN01	0.0003559098	0.000475673
VXPQ01	0.0002744867	0.0005552564
Improbicoccus	0.0003873641	0.0004421801
JAFBIX01	0.0003517573	0.0004775212
Marinilabilia	0.0007023871	0.0001243493
UBA4997	0.000483757	0.0003419203
UBA7867	0.0001169775	0.0007064065
UBA1195	0.0001991413	0.0006241997
Periweissella	0.00040501	0.0004176092
JBGYPP01	0.0001511875	0.0006708845
UMGS1781	0.000108485	0.0007135427
STF2-222	0.0004429261	0.0003788855
WRAN01	0.0002325682	0.0005881743
Gordonibacter	0.0004373382	0.000382539
RGIG4708	0.0003202888	0.0004995331
Firm-07	0.0001622475	0.0006540149
RGIG995	0.0004076047	0.0004070097
Pseudolabrys	0.0003515813	0.0004627804
Streptomyces	0.0002866924	0.0005257136
Peptoanaerobacter	0.0003061359	0.0005049725
Trichococcus	0.0003295172	0.0004809466
CANRIM01	0.0005460416	0.0002642396
URXU01	8.78017e-05	0.0007217347
Hornefia	0.0003028298	0.0005064661
Alloscillospira	0.0003571644	0.0004518955
JAHHTG01	0.0004148732	0.0003920287
Alicyclobacillus_K	0.0004107953	0.0003958579
Caccomorpha	0.000351916	0.0004531975
Slackia	0.0004240475	0.0003798404
UBA6345	0.0001095298	0.0006937168
SFMI01	0.0003678325	0.0004353909
UBA4285	0.0005193063	0.0002839081
CALXAZ01	0.000223258	0.0005798887
CAMSGF01	0.0003190562	0.0004826111
SY8519	0.0003163602	0.0004846393
RUG12519	0.0005211578	0.0002794276
JAIRKV01	0.0003122933	0.0004871822
RGIG5097	0.0002600128	0.0005379612
QAMH01	0.0004130818	0.0003848629
SIG483	0.0003409473	0.0004555747
Macellibacteroides	0.000445453	0.0003471135
JAJDIA01	0.0003834448	0.0004070825
Agriterribacter	0.0002469145	0.0005418178
JALELV01	0.0003319979	0.0004555984
Chlorobium	0.0002391536	0.0005482612
RGIG1896	0.0001752727	0.0006117404
CAMCUJ01	0.0004137156	0.000373174
CABSKZ01	0.0002953343	0.000490936
UBA6984	0.0004036057	0.0003810419
Lactococcus	0.0004383029	0.0003460206
Sphingobium	0.0003866499	0.0003955614
Hungatella_B	0.000309571	0.0004640954
Azonexus	0.0003457599	0.0004278276
Methylomonas	0.0001710521	0.0006024986
Anaeromicropila	0.0003633514	0.0004067606
B1	0.0002060305	0.0005639893
Helicobacter_A	0.0001718452	0.0005978498
JAEYKI01	0.0003044986	0.0004620275
Desulfobacter	0.0002080812	0.0005546155
RUG11142	0.0004887077	0.0002724316
Dehalobacter	0.0003626481	0.0003983608
Scybalenecus	0.00026631	0.0004936784
CABQAC01	0.0002573992	0.0005007294
JAIRVZ01	0.0001971887	0.000560779
Scybalocola_A	0.0002947853	0.000463098
Tyzzerella	0.0003987786	0.0003582764
UBA7702	0.0003053849	0.0004515905
Paraburkholderia	0.0003715519	0.0003852785
Fusicatenibacter_A	0.0003221216	0.0004339212
1-14-0-65-60-17	0.0004362127	0.0003194318
UMGS1820	0.00035767	0.0003966128
DTU024	0.0002239228	0.000530027
CALUUT01	0.0002173069	0.0005360628
UBA1227	0.0003286988	0.0004224579
JAVBWO01	0.0002927907	0.0004574546
Anaerofustis	0.0004363086	0.0003125942
Lewinella	0.0004543626	0.0002938512
WQVC01	0.0002340968	0.0005126671
JAQVDW01	0.0003169826	0.0004297341
Deferrivibrio	0.0001967924	0.000546446
DUPK01	0.0003869359	0.0003556236
UBA2942	0.0004008496	0.0003416497
Paenibacillus_Z	0.0004051838	0.0003371256
Oceanirhabdus	0.0003530318	0.0003891373
Pseudodesulfovibrio	0.0001929184	0.0005471064
JAKVKZ01	0.0004598982	0.0002799427
CANQBQ01	0.00045939	0.0002793011
