ID	LPD	FN
UBA1822	1.648985e-05	1.633585e-05
T3Sed10-11	1.119216e-05	2.161902e-05
LS-NOB	3.215095e-05	6.157528e-07
HA3dbin3	2.294154e-05	9.815735e-06
UBA4971	3.065069e-05	1.998366e-06
UBA11358	2.757107e-06	2.987698e-05
BOG-234	3.26171e-05	0
Croceivirga	1.078283e-05	2.180689e-05
JADJQN01	1.898465e-05	1.35918e-05
Nafulsella	4.069292e-06	2.842204e-05
JAEINW01	3.23723e-05	0
JAAYAM01	2.436175e-05	7.918014e-06
BM705	2.808364e-05	4.193402e-06
JAEWYI01	2.769826e-05	4.563694e-06
UBA4647	2.109505e-05	1.111109e-05
OHK22	1.343635e-05	1.87384e-05
Hamiltonella	0	3.214655e-05
GWA2-32-17	1.089863e-05	2.121985e-05
Yeosuana	2.477642e-05	7.199585e-06
Propionispora	1.88869e-05	1.3062e-05
MGBC118957	8.24328e-06	2.360235e-05
RUG841	0	3.183458e-05
JAAZIQ01	2.504053e-05	6.787873e-06
UBA1550	1.934591e-05	1.239492e-05
CAJXOR01	2.310466e-05	8.626491e-06
Granulicatella	1.464056e-05	1.709046e-05
Caenarcanum	1.68895e-05	1.482931e-05
S144-17	1.529331e-05	1.639906e-05
Apibacter	2.44052e-05	7.242195e-06
F0422	2.317657e-05	8.38836e-06
FEN-1143	1.131187e-05	2.019503e-05
Gloeocapsa	9.14843e-06	2.23162e-05
Enterococcus_F	2.134501e-05	1.011423e-05
TTA-H9	5.381263e-06	2.595165e-05
Ch109	1.874621e-05	1.253071e-05
PEZG01	2.92136e-05	2.045839e-06
Thermotoga	1.036175e-05	2.083436e-05
Mycoplana	2.091292e-05	1.027625e-05
WRGR01	2.252302e-05	8.652381e-06
OLB19	1.02538e-05	2.091751e-05
UBA1413	1.797753e-05	1.31739e-05
CAILAF01	1.481001e-05	1.633123e-05
ZJ293	0	3.11116e-05
Mesobacillus_A	1.153029e-05	1.955831e-05
Desulfonema	3.103518e-05	0
Ch115	2.829762e-05	2.73159e-06
JAAZAV01	1.268266e-05	1.834643e-05
SFDB01	1.37718e-05	1.724244e-05
Tichowtungia	8.988668e-06	2.198119e-05
Caviibacterium	6.131252e-06	2.480815e-05
CAMBIX01	1.96061e-05	1.124611e-05
Tepidibacillus_A	2.347091e-05	7.367685e-06
Solirubrum	2.364226e-05	7.19466e-06
Agrilactobacillus	1.486515e-05	1.59243e-05
CALXAK01	1.331784e-05	1.745116e-05
UMGS1470	4.176173e-06	2.653909e-05
Aquiflexum_A	1.726757e-05	1.341867e-05
UBA7800	1.815618e-05	1.251385e-05
4572-104	2.852217e-05	2.120895e-06
JAAYTG01	1.568273e-05	1.492133e-05
Thioploca	0	3.059783e-05
UMGS1225	1.491998e-05	1.565201e-05
Manganitrophus	1.819323e-05	1.23589e-05
PLanc-01	1.358502e-05	1.695614e-05
JALNXD01	2.480432e-05	5.717049e-06
UBA2253	2.451051e-05	5.952878e-06
JAAYNI01	0	3.041238e-05
UBA9980	2.862247e-05	1.777812e-06
UBA9337	1.051773e-05	1.986551e-05
Vagococcus_D	1.176146e-05	1.856412e-05
Bacillus_H	1.34617e-05	1.681519e-05
Robiginitomaculum_A	1.76147e-06	2.85148e-05
CAIKAD01	1.138424e-06	2.911688e-05
JAJRUZ01	2.659955e-05	3.646667e-06
JAKIYJ01	0	3.024461e-05
JAGQNU01	0	3.024021e-05
Cognaticolwellia	1.752977e-05	1.266733e-05
Desulfosoma	2.329072e-06	2.779206e-05
Thermosynechococcus	0	3.011457e-05
GCA-002790615	0	3.009329e-05
Hoyosella	7.72709e-06	2.232121e-05
Sulfobacillus_C	2.14695e-05	8.566833e-06
UBA6170	1.728646e-05	1.268648e-05
Gloeothece	2.896e-05	8.95195e-07
Clostridium_Y	3.776178e-06	2.60736e-05
Scandinavium	9.139262e-07	2.886412e-05
JAAYCI01	9.5247e-06	2.014799e-05
Basilea	2.821214e-05	1.395925e-06
Aneurinibacillus	1.944749e-05	1.013208e-05
JACJXW01	1.725395e-05	1.229754e-05
WRAC01	1.514764e-05	1.438133e-05
HR10	1.200564e-05	1.746023e-05
JAFGSM01	2.039816e-05	9.059081e-06
Pseudanabaena	1.044899e-05	1.899905e-05
RGIG1439	2.467625e-05	4.751608e-06
Salipaludibacillus	1.412186e-05	1.526882e-05
UBA5356	1.655957e-05	1.281803e-05
JAEWAU01	2.507137e-05	4.28588e-06
ELB16-189	5.007741e-06	2.434599e-05
Desulfofundulus	1.580608e-05	1.354255e-05
Lysobacter_A	2.670322e-05	2.618555e-06
UBA1063	1.925971e-05	1.003109e-05
SHZH01	2.927558e-05	0
JACQUA01	1.408893e-05	1.511317e-05
Epulopiscium_C	2.920138e-05	0
GWA1-44-25	2.906067e-05	0
JAAYGD01	2.904981e-05	0
UBA7523	2.898631e-05	0
CW01	1.556153e-06	2.737893e-05
Anaerorhabdus	2.32524e-05	5.676065e-06
E4-60	1.650817e-05	1.240311e-05
UBA1440	1.222838e-05	1.666075e-05
UBA6055	1.792627e-05	1.093595e-05
Methylomarinum	1.615462e-05	1.268734e-05
RUG842	2.004356e-05	8.763977e-06
UBA3747	2.872405e-05	0
Desulfobacter	2.081685e-05	7.851923e-06
JAJXSS01	7.365382e-06	2.127794e-05
UBA4675	1.693983e-06	2.69294e-05
JAAYML01	1.279467e-05	1.5645e-05
Sulfuricurvum	0	2.8432e-05
CALXJE01	2.23161e-05	6.085822e-06
JAJZBP01	1.95595e-05	8.818763e-06
JAHDEO01	0	2.832446e-05
JAAXHH01	4.778586e-06	2.352033e-05
Nitratireductor	1.851482e-06	2.643672e-05
Massilibacterium	8.30012e-06	1.993555e-05
Cronobacter	1.196716e-06	2.701968e-05
RGIG3842	0	2.821277e-05
DTU049	6.930103e-06	2.127582e-05
JAAYXM01	2.140076e-05	6.764219e-06
RUG572	2.814651e-05	0
JABCPE02	0	2.812916e-05
DUOL01	2.811586e-05	0
Puniceibacterium	2.807671e-05	0
Gallipaludibacter	6.52181e-06	2.155489e-05
CAIOZA01	1.411122e-05	1.390597e-05
JAEWFW01	8.33192e-06	1.960256e-05
JAJFLJ01	1.095273e-05	1.686807e-05
1109	1.950939e-05	8.30395e-06
Haloplasma	1.543289e-05	1.236896e-05
Bacteroides_E	0	2.778585e-05
JACPKC01	2.669774e-05	1.078318e-06
RUG12931	2.773178e-05	0
JAEEUO01	2.424588e-05	3.282093e-06
Colwellia	0	2.752541e-05
Salinibacillus	1.893297e-05	8.575333e-06
JAJXZP01	0	2.747331e-05
UBA2645	2.732416e-05	0
CG2-30-64-16	2.432202e-05	2.881701e-06
SZUA-533	2.548048e-05	1.6366e-06
Epilithonimonas	2.355982e-05	3.492161e-06
CAAGGB01	2.447615e-05	2.553335e-06
Saccharomonospora	2.207453e-05	4.879593e-06
UBA4882	0	2.694672e-05
JAIMAU01	2.691158e-05	0
VKM-B-2647	2.073185e-05	6.091202e-06
Alkaliphilus_A	2.675618e-05	0
JAAZKQ01	1.934517e-05	7.366507e-06
Acidibacillus	1.807471e-05	8.610314e-06
Chiayiivirga	1.819793e-05	8.414083e-06
Sporocytophaga	1.462273e-05	1.182212e-05
CAJMBK01	1.050028e-05	1.594165e-05
Pilibacter	1.931202e-05	7.09925e-06
SIG274	1.070363e-05	1.569465e-05
QQVD01	1.952056e-05	6.806701e-06
Coprovicinus	1.718233e-05	9.033382e-06
GCA-2753565	7.234939e-06	1.892152e-05
JACADW01	3.757813e-06	2.236988e-05
WQXF01	2.555982e-05	5.103359e-07
WRCH01	2.34766e-05	2.570895e-06
CAIYJE01	2.012437e-05	5.865873e-06
Subtercola	2.597228e-05	0
JAEWER01	1.614083e-05	9.824363e-06
Serratia	1.007418e-06	2.486749e-05
Gloeocapsopsis	1.303394e-05	1.274358e-05
Sulfuritalea	2.119013e-05	4.513416e-06
DUMO01	1.135786e-05	1.421764e-05
Shuttleworthia	1.717732e-05	8.344975e-06
JAFGQE01	1.177017e-05	1.368707e-05
JAGQMT01	3.942075e-06	2.150332e-05
JAIMBK01	1.329106e-05	1.210536e-05
Puniceicoccus	1.677258e-05	8.58809e-06
WRKV01	1.410469e-05	1.12119e-05
JACRNE01	0	2.531298e-05
PWVN01	2.26489e-05	2.641409e-06
CAKOLD01	2.525533e-05	0
JAAYFJ01	1.651489e-05	8.708473e-06
Mesorhizobium_D	1.640177e-05	8.819856e-06
Geomonas	1.832508e-05	6.892553e-06
Macellibacteroides	1.492199e-05	1.022684e-05
JALRBM01	0	2.510819e-05
WHSY01	2.397363e-05	1.12334e-06
RGIG1943	1.956642e-05	5.528817e-06
JAEZOU01	1.050804e-05	1.452725e-05
Campylobacter_B	0	2.50057e-05
Roseimicrobium	8.08956e-06	1.688671e-05
VBCK01	2.49495e-05	0
RDXI01	2.492148e-05	0
MWCF01	1.083806e-05	1.406972e-05
RQZE01	2.48749e-05	0
JAKSSK01	9.234505e-06	1.563539e-05
UBA994	1.970769e-05	5.02999e-06
JAJRTO01	1.061911e-05	1.40603e-05
VGWG01	2.148645e-05	3.168487e-06
UBA4312	1.058106e-05	1.404703e-05
WRNU01	1.018384e-05	1.44315e-05
CAIYRB01	4.531661e-06	2.004741e-05
CAIRCN01	2.023972e-05	4.189711e-06
CR04bin15	0	2.442462e-05
Corallococcus	2.09197e-05	3.49691e-06
UBA5314	8.242282e-06	1.616517e-05
SL1-B47	1.10378e-06	2.329429e-05
Carboxylicivirga	2.439201e-05	0
UBA10906	5.622323e-06	1.875904e-05
JACQZI01	1.138409e-05	1.299198e-05
Kouleothrix	2.434703e-05	0
UBA5859	2.326202e-05	1.065429e-06
JAEWAE01	9.135735e-06	1.519e-05
DUOV01	2.230209e-05	2.012729e-06
JAAXUU01	1.719143e-05	7.122121e-06
JAIPGG01	2.243986e-05	1.873299e-06
JAFGVC01	1.42632e-05	1.004804e-05
JAJZDI01	1.575443e-05	8.529878e-06
Citrobacter_B	2.014836e-06	2.224532e-05
CAINVV01	1.786744e-05	6.381229e-06
JAGLSU01	1.726748e-05	6.930092e-06
0-14-0-80-60-11	0	2.418416e-05
UBA1731	1.962202e-05	4.559133e-06
Basfia_A	2.366283e-05	5.103359e-07
JACQEX01	2.126596e-05	2.878359e-06
JAAYQE01	2.228754e-05	1.856722e-06
JAAZPQ01	1.564452e-05	8.485414e-06
CAG-1138	7.280778e-06	1.684681e-05
Sphingopyxis	1.702632e-05	7.089217e-06
Shewanella	1.725723e-05	6.780986e-06
Chryseotalea	1.268518e-05	1.134691e-05
Desulfonatronum	1.722942e-05	6.687331e-06
Oceanobacter	0	2.390281e-05
2-12-FULL-35-15	4.617984e-06	1.92584e-05
EFPC-124	7.091252e-07	2.306928e-05
JABWBC01	1.018684e-05	1.358109e-05
JAFGIO01	1.2182e-05	1.156974e-05
49-20	2.371495e-05	0
JAAZPT01	3.585809e-07	2.333625e-05
Fen-1166	8.841622e-06	1.485304e-05
Cereibacter	1.967916e-05	3.987407e-06
Nitrosomonas	0	2.36652e-05
JAAZBI01	5.272891e-06	1.839104e-05
Wocania	0	2.363298e-05
JAFLCD01	2.362491e-05	0
JAGUZX01	1.047835e-05	1.306785e-05
JAHJDW01	0	2.347589e-05
Atribacter	2.261428e-05	8.290059e-07
B39-G9	8.960076e-06	1.443127e-05
Tb-RUG-66	2.12505e-05	2.072405e-06
Pseudosphingobacterium	2.330868e-05	0
RUG240	1.540992e-05	7.886516e-06
Streptosporangium	1.400156e-05	9.278203e-06
JAKASW01	4.517028e-06	1.875984e-05
JAGGVK01	0	2.324821e-05
2-12-FULL-39-13	0	2.322045e-05
2-02-FULL-58-16	1.9941e-05	3.238144e-06
Calditerricola	6.157686e-06	1.69651e-05
UBA6059	1.356902e-05	9.512534e-06
UBA1240	1.744975e-05	5.592133e-06
UBA1370	0	2.296246e-05
Fischerella	1.301258e-06	2.162941e-05
Methylotenera	1.637725e-05	6.542885e-06
Tenderia	8.99068e-06	1.392015e-05
Changpingibacter	1.518877e-06	2.137201e-05
DZAY01	0	2.286286e-05
GCA-014931565	1.242589e-05	1.042227e-05
RPRI01	1.253141e-05	1.024188e-05
Desulfacyla	5.564805e-06	1.720053e-05
Aestuariibaculum	4.084276e-06	1.867474e-05
Prauserella_B	1.59185e-05	6.78242e-06
Methylophilus	2.263799e-05	0
Aminicella	2.01736e-05	2.431111e-06
JAGNZR01	1.698589e-05	5.602966e-06
JAIOAW01	1.547961e-05	7.107805e-06
JAJRTE01	2.195278e-05	5.964354e-07
M55B153	1.905373e-05	3.470545e-06
CAKSDR01	1.258828e-05	9.919783e-06
Oceanotoga	2.159348e-05	8.796804e-07
CALWKX01	6.156254e-06	1.629502e-05
JAFAAL01	1.670196e-06	2.075414e-05
VFJR01	0	2.237624e-05
CAIXMG01	0	2.233736e-05
RGIG1017	1.167467e-05	1.065159e-05
SCQM01	2.11379e-06	2.019202e-05
Metalysinibacillus	1.794357e-05	4.328708e-06
NAK19	2.226485e-05	0
Bacillus_BM	1.38469e-05	8.388e-06
Castellaniella	0	2.221445e-05
HGM20899	1.871202e-05	3.390081e-06
HGM05376	1.814893e-05	3.883413e-06
Foetidibacter	5.172701e-06	1.683586e-05
JAMCQQ01	2.118232e-05	7.867898e-07
RUG14106	0	2.18847e-05
MWEH01	6.763287e-06	1.506139e-05
CAIYYN01	0	2.177856e-05
JAIFKL01	1.260266e-05	9.173163e-06
JAFGGJ01	2.01384e-05	1.607807e-06
Lederbergia_A	6.396995e-06	1.532355e-05
DTU072	1.833978e-05	3.365292e-06
Anabaenopsis	1.859797e-05	3.073492e-06
CALVZT01	1.817436e-05	3.432795e-06
Damh-18	0	2.159214e-05
DSWT01	0	2.154764e-05
CAJBVG01	1.166816e-05	9.853158e-06
Gillisia	0	2.15155e-05
UBA964	1.953126e-05	1.941663e-06
Nicolia	1.564069e-05	5.802479e-06
Treponema_C	0	2.143973e-05
JAJOKO01	1.171757e-05	9.706917e-06
JACQXA01	0	2.140332e-05
UBA12454	8.02157e-06	1.337884e-05
Chromobacterium	1.380051e-05	7.596311e-06
UBA9547	0	2.136462e-05
Desulfosudis	3.644038e-06	1.771033e-05
Chlorobaculum	0	2.134563e-05
Reinekea	1.974591e-05	1.562526e-06
UBA7741	5.844537e-06	1.532018e-05
JAAYGG01	7.861273e-06	1.320201e-05
Lamprocystis	0	2.096976e-05
Geminocystis	1.361836e-05	7.350087e-06
2-01-FULL-45-10-A	8.542637e-06	1.238732e-05
40-80	1.774111e-05	3.115862e-06
UBA12037	5.811794e-06	1.50233e-05
MVYY01	9.919313e-06	1.087324e-05
Peptoniphilus_B	1.134729e-05	9.426841e-06
WRMI01	1.539369e-05	5.379534e-06
UBA5206	0	2.074832e-05
Marivita	0	2.073823e-05
B3-G13	1.347017e-05	7.25894e-06
Rhodobacter_B	1.372855e-05	6.953557e-06
JAFAZH01	1.71117e-05	3.559842e-06
RGIG8306	1.432114e-05	6.346273e-06
Ochrobactrum_A	7.865227e-06	1.276659e-05
DRWZ01	2.060499e-05	0
SKJH01	1.177805e-05	8.810402e-06
JAADDV01	1.457724e-05	5.966635e-06
Ramlibacter	1.344036e-05	7.045776e-06
Desulfatitalea	8.926527e-06	1.155754e-05
Prosthecobacter	1.831852e-05	2.143173e-06
JAGLZA01	1.469914e-05	5.745512e-06
JAAZMA01	1.970548e-05	6.933785e-07
Thermicanus	0	2.035637e-05
JAAZBV01	1.75197e-05	2.811065e-06
JAKSOL01	1.752809e-05	2.767577e-06
Cryosericum	1.94931e-05	7.865436e-07
CAKONZ01	1.387629e-05	6.357019e-06
MWDF01	2.022093e-05	0
Geovibrio	8.747667e-06	1.146129e-05
Metabacillus_B	7.345771e-06	1.279424e-05
UBA1941	1.031682e-05	9.803741e-06
JAADHN01	1.189402e-05	8.142867e-06
Palsa-1400	1.162326e-05	8.373813e-06
Labilibaculum	0	1.996405e-05
Agromyces	7.347237e-07	1.91922e-05
MVQL01	0	1.991282e-05
RGIG1899	1.385849e-05	6.052995e-06
OLB17	1.876182e-05	1.114963e-06
NIC37A-2	1.525032e-05	4.600901e-06
JAABRD01	0	1.981804e-05
Dendronalium	9.380687e-06	1.040212e-05
JAAXWV01	1.442434e-05	5.355661e-06
Deferrivibrio	9.467964e-06	1.03001e-05
CAKOMG01	7.261817e-06	1.248562e-05
HCHbin5	7.258806e-06	1.24244e-05
UBA6921	1.656746e-06	1.802452e-05
DTYK01	7.034626e-06	1.262545e-05
UBA9988	1.756688e-05	2.057094e-06
JAJQDI01	7.184961e-06	1.238438e-05
RGIG10368	1.571515e-05	3.761218e-06
UBA6911	1.896357e-05	5.123047e-07
Leptotrichia_A	1.944616e-05	0
Intestinirhabdus	0	1.93189e-05
Cedecea	0	1.92066e-05
UBA5829	1.452713e-05	4.633051e-06
DUMS01	1.517439e-05	3.975287e-06
PEYC01	5.074889e-06	1.405967e-05
Andreesenia	8.264521e-06	1.085629e-05
GCA-020343675	6.974688e-06	1.212545e-05
Planktothricoides	1.752127e-05	1.56896e-06
WQRI01	0	1.902411e-05
JAAYHE01	1.313202e-05	5.873453e-06
JAATFL01	1.243028e-05	6.558105e-06
Yersinia	1.244461e-06	1.770535e-05
JAAXVQ01	8.153177e-06	1.076678e-05
CAKVLS01	1.804629e-05	8.668663e-07
Enteractinococcus	1.74933e-06	1.712081e-05
SLTJ01	1.453921e-05	4.238656e-06
RGVD01	0	1.877776e-05
JAMCZK01	8.814844e-07	1.789503e-05
JAAYWY01	1.876796e-05	0
L227-5C	2.136464e-06	1.661381e-05
UBA2364	6.275927e-07	1.809004e-05
Arcanobacterium	1.869026e-05	0
UBA11051	1.137318e-05	7.311001e-06
Thermodesulfovibrio	8.917738e-06	9.762726e-06
JADGQN01	1.071843e-05	7.954205e-06
PALSA-647	5.972119e-06	1.268743e-05
UBA5941	1.859851e-06	1.679087e-05
JADFXT01	1.213924e-05	6.495087e-06
UBA1254	9.105235e-06	9.470391e-06
JAEZWR01	6.644394e-06	1.190832e-05
JAGXIT01	0	1.85179e-05
CAIYQO01	1.143307e-05	7.060365e-06
RGIG8700	1.848836e-05	0
Niabella	1.768364e-05	7.819235e-07
CAIJKY01	0	1.835111e-05
CAKQKQ01	1.7368e-05	9.731451e-07
PWNM01	1.831354e-05	0
CAIRFN01	1.65283e-05	1.769122e-06
Kribbella	1.826265e-05	0
JAKEFD01	8.569508e-06	9.652539e-06
Clostridium_G	1.463435e-05	3.57516e-06
GCA-016700315	0	1.812661e-05
Methyloglobulus	2.875573e-06	1.523047e-05
SZUA-421	0	1.808864e-05
DT-38	1.808839e-05	0
RUG023	1.808016e-05	0
Edaphobacter	9.443014e-06	8.63666e-06
Pararhodonellum	1.047019e-05	7.589195e-06
Allorhizobium	1.072462e-05	7.333429e-06
Apilactobacillus	1.756454e-05	4.80249e-07
CAIXRL01	0	1.798943e-05
URHB0009	1.210363e-05	5.832139e-06
AV2	1.180123e-05	6.085519e-06
UBA693	1.3025e-05	4.833548e-06
JAAZLZ01	4.146069e-06	1.36802e-05
JAAXXJ01	8.339177e-06	9.48544e-06
Polymorphobacter_A	0	1.78007e-05
Pisciglobus	4.801312e-06	1.296766e-05
BM714	1.167554e-05	6.077751e-06
CG2-30-66-41	0	1.771758e-05
Fundicoccus	4.288563e-06	1.342428e-05
UBA993	1.770108e-05	0
JAFGMG01	3.986556e-06	1.368513e-05
BACL11	1.317217e-05	4.437545e-06
Orenia	4.727701e-06	1.281937e-05
Ectobacillus	5.812138e-06	1.170817e-05
Effusibacillus_A	1.117426e-06	1.638473e-05
Nitrosospira	1.747801e-05	0
Exiguobacterium	6.701852e-06	1.074233e-05
CALVSV01	1.574134e-05	1.680047e-06
Pseudoxanthomonas_A	1.393705e-05	3.438531e-06
JAAYEV01	1.4612e-05	2.684022e-06
WRBW01	1.225271e-05	5.0305e-06
Dethiosulfovibrio	1.588531e-05	1.337789e-06
Bacillus_AV	1.632608e-05	8.94666e-07
CTSoil-081	1.077732e-05	6.392852e-06
Gp22-AA3	4.969811e-06	1.21885e-05
WQYD01	1.125587e-05	5.866611e-06
UBA2595	1.035842e-05	6.71845e-06
WRMR01	1.132548e-05	5.727714e-06
Nakamurella	1.642497e-05	6.050214e-07
SAAU01	0	1.700662e-05
HKB214	7.910092e-06	9.077321e-06
Thermosulfurimonas_A	1.233599e-05	4.620759e-06
JAJPJO01	0	1.680925e-05
RUG14240	1.680784e-05	0
Peptoclostridium_A	1.363921e-05	3.15618e-06
MED-G10	1.141743e-05	5.308085e-06
FEB-25	7.687323e-06	9.031193e-06
G020351775	1.551619e-05	1.192897e-06
Zymomonas	6.858351e-06	9.816318e-06
PWGO01	1.009745e-05	6.535045e-06
JAHIRM01	0	1.662642e-05
OLB14	9.557528e-06	7.062221e-06
Paracaedibacter	9.254139e-06	7.362225e-06
RGIG3872	1.461959e-05	1.987894e-06
WRBM01	1.476667e-06	1.509562e-05
Oceanispirochaeta	1.244663e-05	4.095638e-06
Arthrobacter_B	2.070651e-06	1.446534e-05
JACRKA01	4.611884e-06	1.191812e-05
RUG14515	4.201847e-06	1.230826e-05
UBA1760	3.053116e-06	1.343977e-05
Actinoplanes	5.9888e-06	1.04966e-05
RGIG5678	1.04852e-05	5.980788e-06
JACDOI01	2.44104e-06	1.40084e-05
Calidifontibacillus_A	1.642675e-05	0
Limihabitans	0	1.642478e-05
Xenobium	1.022472e-05	6.18555e-06
JADIYW01	1.638947e-05	0
GCA-002793235	7.468916e-06	8.915369e-06
JADFCW01	1.637345e-05	0
CAJMAW01	6.751839e-07	1.569699e-05
Syner-03	4.790266e-06	1.158189e-05
Vicingus	6.02765e-06	1.011171e-05
Thermotomaculum	1.43781e-05	1.738656e-06
Enterococcus_J	3.256652e-06	1.280496e-05
ER46	1.019686e-05	5.85708e-06
Sphaerimonospora	2.950631e-06	1.303835e-05
Azovibrio	3.780184e-06	1.220629e-05
VGFF01	7.870415e-06	8.087736e-06
JABDIP01	1.35172e-05	2.433904e-06
Formosa	2.802235e-06	1.312625e-05
JAAYFE01	0	1.586396e-05
UBA3924	2.28789e-06	1.355473e-05
DTU086	1.583301e-05	0
JAGVGV01	1.018141e-05	5.641763e-06
GW-Firmicutes-8	1.51484e-05	6.603456e-07
JAADJA01	1.28611e-05	2.940888e-06
JACQXE01	0	1.577967e-05
JAGQNP01	2.285268e-06	1.345256e-05
Methylosinus	2.678935e-06	1.298646e-05
LNZQ01	5.351335e-06	1.029813e-05
RGIG7041	0	1.562749e-05
WRFX01	1.536311e-05	2.244082e-07
WRIV01	0	1.55576e-05
GCA-2724215	6.221377e-06	9.318824e-06
JAFGFI01	7.588843e-06	7.897177e-06
JABMRF01	7.002207e-06	8.40375e-06
Brevefilum	1.532399e-05	0
AWVT01	6.118844e-06	9.197565e-06
DTU015	1.065585e-05	4.583792e-06
Thermosipho	3.889683e-06	1.127972e-05
JAJRPJ01	8.523354e-06	6.542369e-06
SLHU01	5.85976e-06	9.150721e-06
GCA-2686465	0	1.499295e-05
JAHEJC01	1.943499e-06	1.303014e-05
Fen-1231	0	1.494856e-05
Epulopiscium_B	7.092529e-06	7.841592e-06
Ardenticatena	1.170965e-05	3.182879e-06
UBA6065	5.728709e-06	9.100799e-06
Amycolatopsis_D	9.579965e-06	5.232956e-06
FEN-1226	2.747923e-06	1.202855e-05
UBA1799	1.081834e-05	3.957403e-06
Desulforapulum	1.463386e-05	0
Pelobium	0	1.463197e-05
CAILAO01	1.31768e-05	1.440773e-06
UMGS1795	1.051055e-05	4.059354e-06
Merismopedia	2.841893e-06	1.172412e-05
Lutibacter	5.32433e-06	9.238547e-06
Zhongshania	9.065484e-06	5.480194e-06
PIVW01	1.44432e-05	0
GWC1-47-15	0	1.443511e-05
Lutimonas	1.282386e-05	1.579428e-06
RH1A	6.262513e-06	8.140436e-06
JAAFKA01	0	1.437319e-05
Parachlamydia	8.617224e-06	5.742161e-06
SABY01	1.43448e-05	0
Aquincolibacterium	6.041068e-06	8.296191e-06
Desulfomicrobium	1.261965e-05	1.715553e-06
Desulfocurvus	7.70869e-06	6.621831e-06
CSSED10-109M	2.769122e-06	1.151433e-05
JAKJGV01	5.782391e-06	8.488908e-06
JAJYOP01	1.207292e-05	2.177886e-06
UBA7584	2.670026e-06	1.155531e-05
Virgibacillus_G	8.384178e-06	5.834963e-06
CSBR16-113R1	1.275077e-05	1.43774e-06
Cellulophaga	0	1.417948e-05
JAJRUD01	4.587684e-06	9.544884e-06
SYDM01	9.744673e-06	4.379166e-06
JL129W03	0	1.39827e-05
UBA9002	1.396731e-05	0
RGIG8124	1.395684e-05	0
KBS50	1.391224e-05	0
JAIOSM01	1.388174e-05	0
Fen-1064	1.1647e-05	2.204061e-06
DUVF01	1.147877e-05	2.359605e-06
Malonomonas	8.173198e-06	5.622835e-06
S017-3	1.319869e-05	5.718425e-07
Caloramator_A	5.050691e-06	8.663216e-06
Mageeibacillus	1.343288e-05	2.686257e-07
Root112D2	7.742051e-06	5.919162e-06
WREQ01	8.311891e-06	5.304097e-06
JAIFTM01	1.357439e-05	0
Sediminibacterium	0	1.354551e-05
Cloacimonas	7.396888e-06	6.146985e-06
CAKPEJ01	0	1.348223e-05
SCRD01	0	1.346727e-05
UBA1546	5.422698e-06	8.040301e-06
JADFXB01	0	1.345266e-05
WGA-3G	1.338148e-05	0
1-14-0-10-36-16	1.336e-05	0
GCA-002773005	1.335161e-05	0
JAAYPI01	7.220462e-06	6.103238e-06
JACCVC01	1.258585e-05	7.245973e-07
Enterococcus_D	8.315256e-06	4.989313e-06
JAIFLN01	8.488503e-06	4.813138e-06
Enterobacter_A	0	1.329759e-05
Mangrovibacter	4.743209e-06	8.553162e-06
AAA536-G10	1.3262e-05	0
JACRIP01	3.736891e-06	9.477566e-06
Phorcysia	1.321442e-05	0
WRKN01	9.665015e-06	3.53505e-06
JAEWYL01	1.317579e-05	0
Hypnocyclicus	1.18557e-05	1.297527e-06
JAAZMF01	0	1.314482e-05
JADFGT01	8.792691e-06	4.350548e-06
Leminorella	8.499795e-06	4.571101e-06
CAJOLV01	1.304641e-05	0
WRAI01	1.304564e-05	0
CALUPD01	0	1.301492e-05
DTSZ01	0	1.298929e-05
Deinococcus_A	0	1.297935e-05
Syntrophorhabdus	7.099357e-06	5.849844e-06
Petrotoga	1.23284e-05	6.163278e-07
Paenibacillus_AG	3.093344e-06	9.783718e-06
UBA2177	6.041387e-06	6.826666e-06
Fictibacillus	1.157467e-05	1.254915e-06
GCA-2770975	6.079386e-06	6.731893e-06
CAINEZ01	6.450261e-06	6.351614e-06
CAJATL01	0	1.277602e-05
JAJYTV01	0	1.274358e-05
WRAA01	1.271339e-05	0
Rubinisphaera	4.231135e-06	8.437551e-06
KA00274	8.036673e-06	4.59575e-06
OXYB2-FULL-32-7	6.395633e-06	6.224417e-06
Pseudescherichia	0	1.261752e-05
JAMLJD01	1.129606e-05	1.30458e-06
Occultella	4.132553e-06	8.464055e-06
RGIG4074	8.032808e-06	4.517691e-06
SCADC1-2-3	4.911533e-06	7.629521e-06
UBA7573	6.713846e-06	5.813514e-06
Chryseoglobus	0	1.250752e-05
JAGVUW01	1.128321e-05	1.209195e-06
Alteracholeplasma	8.059293e-07	1.166491e-05
SACC01	5.430566e-06	7.011018e-06
2-02-FULL-66-22	1.240813e-05	0
SLPQ01	3.233853e-06	9.173787e-06
Romboutsia_C	6.040651e-06	6.328704e-06
UBA1018	0	1.235158e-05
JAFGUZ01	0	1.23337e-05
CAITSH01	5.392832e-06	6.936222e-06
Syntrophosphaera	9.874563e-06	2.41781e-06
UBA12049	3.347109e-06	8.914039e-06
Magnetominusculus	1.636464e-06	1.059774e-05
Haliscomenobacter	8.145832e-06	4.039817e-06
DTU027	9.908086e-06	2.26405e-06
AAA240-E13	0	1.213647e-05
W0P31-042	0	1.213529e-05
