ID	LPD	FN
RGIG3506	0.0001088917	6.664426e-05
WRFW01	0.0001642422	1.029864e-05
Paenibacillus_AH	0.0001577588	1.653189e-05
RGIG5299	0.0001151686	5.874638e-05
Cochleicola	2.125243e-06	0.0001713412
WRHU01	5.865107e-05	0.000114628
Leptotrichia	8.876819e-05	8.439811e-05
Vaginimicrobium	0.0001320011	4.108474e-05
UBA2255	0.0001637765	9.283193e-06
Rhizobium_A	4.280198e-05	0.000130073
M2408	0.0001438077	2.893111e-05
Aminivibrio	0.0001500557	2.249354e-05
UBA3941	0.0001282102	4.410982e-05
SIG230	8.734902e-05	8.484772e-05
CAIKHN01	1.705763e-06	0.0001697228
Haemophilus_D	7.028089e-05	0.0001011167
Vibrio	8.044762e-05	9.094215e-05
Ferdinandcohnia	0.0001133156	5.805154e-05
DSM-111022	0.000121692	4.967403e-05
Lactococcus	8.636007e-05	8.442896e-05
Sulfurovum	7.79104e-05	9.222445e-05
JACJYE01	5.645505e-05	0.0001136491
Yaniella	2.159822e-05	0.0001484011
JAAESI01	3.647284e-06	0.0001662059
RGIG5644	0.0001371505	3.257182e-05
Scybalenecus	0.0001327399	3.696687e-05
CAKSSR01	0.0001167833	5.289826e-05
RGIG6909	7.587278e-05	9.378872e-05
Smithella	0.0001155331	5.35506e-05
UBA8525	0.0001436824	2.510697e-05
CAILLO01	6.72883e-05	0.0001010232
JAAXUP01	0.0001124202	5.587434e-05
Syntrophomonas_A	9.728853e-05	7.093512e-05
Jeotgalibaca	6.842084e-05	9.950366e-05
UBA1755	0.0001106692	5.650757e-05
Thalassobacillus	0.0001352838	3.157489e-05
Pseudodesulfovibrio	0	0.0001664988
Marinitoga	0.0001012786	6.490978e-05
Latilactobacillus	0.0001042021	6.111294e-05
JAAZFZ01	7.994322e-05	8.514055e-05
JAAVLZ01	8.680031e-05	7.822189e-05
Furfurilactobacillus	0.0001388591	2.581869e-05
Listeria_A	0.0001023333	6.226764e-05
Massilibacillus	0.0001182733	4.564375e-05
Victivallis	9.710473e-05	6.679116e-05
JALQUD01	4.398101e-06	0.0001593383
JAAZLT01	9.310004e-05	7.06336e-05
Oceanirhabdus	3.541563e-05	0.0001282748
PHAA01	6.815539e-05	9.520619e-05
CAKUFI01	0.0001166545	4.661741e-05
Fimihabitans	4.134611e-05	0.0001218144
GCA-00278855	0	0.0001629743
UBA5420	0.0001298443	3.29769e-05
Bin106	0.0001236882	3.878666e-05
JN-9	7.070194e-05	9.160323e-05
CV81	0	0.0001621999
WQTX01	7.765192e-05	8.447267e-05
UBA12077	0.0001075888	5.406307e-05
B13-G4	0	0.0001614018
UBA8154	0.0001240162	3.710843e-05
JAAYDK01	0.000149355	1.172969e-05
RGIG4465	0.000132686	2.831765e-05
UBA9644	0	0.0001603706
Carboxydocella	0.0001283971	3.196694e-05
JAJQAP01	0.0001443529	1.553928e-05
S144-22	3.115647e-06	0.0001565155
Austwickia	3.397311e-05	0.0001252497
Koleobacter	0.0001190195	4.01037e-05
Halalkalibacter	0.0001101577	4.889616e-05
RGIG9107	9.173797e-05	6.663643e-05
UBA1201	5.875132e-05	9.931372e-05
Crassaminicella	0.0001054633	5.241736e-05
Polaribacter	0.0001336541	2.392219e-05
JAEZWQ01	0.0001201298	3.743298e-05
Natronincola_A	0.0001163326	4.061089e-05
UBA1754	7.55249e-05	8.128123e-05
Gimesia	0.000144623	1.194456e-05
RZYX01	0.0001000695	5.637808e-05
Comamonas	0.0001362505	2.003461e-05
JAHDIM01	0.0001475708	8.08958e-06
PMP191F	3.653885e-06	0.0001515455
Leptolinea	0.0001183123	3.684072e-05
RUG14903	0	0.0001549248
UBA6168	0.000107216	4.759241e-05
RGIG4140	0.0001101937	4.415648e-05
Heteroclostridium	0.0001119177	4.212529e-05
CAKOSP01	0.0001140231	3.978866e-05
UBA4821	0.0001433389	1.023902e-05
WQXQ01	0.0001228371	2.999523e-05
Alicyclobacillus	0.0001022486	5.036045e-05
RUG11241	2.366049e-05	0.0001283638
Clostridioides_A	0.0001239692	2.804739e-05
Pseudothermotoga_B	0.0001329809	1.854432e-05
Caccopulliclostridium	8.507973e-05	6.627677e-05
JAKBUF01	0	0.000150907
JABDGN01	1.607812e-05	0.0001347415
CALVUJ01	1.602599e-05	0.000134658
Petromonas	0.0001134727	3.686612e-05
RGIG8523	0.000106734	4.335267e-05
JAKKUQ01	0.0001153171	3.465246e-05
Halobacillus	7.985782e-05	7.010577e-05
Tenuibacillus	0.0001106214	3.886101e-05
UMGS687	0.0001103569	3.893988e-05
UBA5536	6.515954e-05	8.349716e-05
JAEEJN01	0.0001130111	3.546438e-05
Tepidimicrobium	0.000102779	4.560588e-05
UBA8389	8.226891e-05	6.598591e-05
WREE01	0.0001255078	2.266059e-05
Scatacola_A	0	0.0001477118
Paenibacillus_AL	5.582081e-06	0.0001420319
45385	7.492004e-05	7.229777e-05
WMHbin3	0	0.0001472135
Anaerospora	9.12494e-05	5.559918e-05
JAEEOQ01	0.0001164494	3.032643e-05
Desulfosarcina	8.787018e-05	5.87187e-05
Lactococcus_A	6.283379e-05	8.330518e-05
UBA3920	9.110341e-05	5.453522e-05
WRGU01	0	0.0001453029
CAKSDT01	8.092167e-05	6.435953e-05
JAAYHV01	1.304196e-05	0.0001318243
JAAYNH01	0.0001230188	2.172025e-05
51-20	0.0001001693	4.4303e-05
M1-B18	8.297098e-05	6.142814e-05
Geobacillus	9.326098e-05	5.102118e-05
BM520	0.0001053573	3.826439e-05
CAIUPP01	0.0001371823	6.393037e-06
RGIG7931	9.815579e-05	4.537388e-05
LEGE-06147	1.321109e-06	0.0001421464
SIG336	0.000103399	3.995555e-05
Clostridium_T	3.602542e-05	0.0001069319
Phosphitispora	0.0001124723	3.045153e-05
UBA946	7.253565e-05	7.022996e-05
JAEXOY01	9.608647e-05	4.657062e-05
Salmonella	1.868164e-05	0.0001239742
Atopobacter	9.034237e-05	5.225153e-05
DE0126	0.0001158498	2.665462e-05
Algoriphagus	7.308987e-05	6.938059e-05
Succinatimonas	5.642455e-05	8.604487e-05
RGIG3495	5.605787e-05	8.630405e-05
SHUZ01	0.0001090387	3.309532e-05
UBA6265	6.765494e-05	7.437304e-05
HGM12657	9.282906e-05	4.896935e-05
UBA12465	3.377073e-05	0.0001079198
E4-135	6.744897e-05	7.422429e-05
WRDE01	8.537701e-05	5.62851e-05
DUVT01	5.872466e-05	8.279502e-05
Citrobacter	1.431921e-05	0.0001270465
RGIG8050	4.009008e-05	0.0001012743
JAEVYX01	9.750627e-05	4.348069e-05
Lentzea	8.884518e-05	5.208293e-05
Bacillus_BZ	3.964734e-05	0.0001011258
Paramaledivibacter	8.559964e-05	5.486123e-05
Anaerobacillus	0.0001028103	3.755309e-05
SIG402	9.461833e-05	4.567446e-05
JACPYF01	0	0.0001402484
JAFFZZ01	0	0.0001401144
WQWG01	6.015636e-05	7.980889e-05
JAGVGT01	0	0.0001399215
Micromonospora	0.000114057	2.576116e-05
Pullulanibacillus	0.0001188192	2.092045e-05
JAHILC01	0.0001063807	3.301106e-05
JAMNXU01	6.892096e-05	7.046063e-05
Tepidibacter_A	9.767828e-05	4.114454e-05
Fonticella	0.0001026413	3.607188e-05
JAHJDO01	0.0001219457	1.659862e-05
JAMCQP01	0.0001145692	2.381372e-05
DTU074	7.054181e-05	6.758332e-05
UBA1046	8.591964e-05	5.22001e-05
OESV01	7.991841e-05	5.811474e-05
RGIG4822	0.0001151844	2.257842e-05
JAAZCR01	0.000112852	2.489391e-05
UMGS1840	8.112078e-05	5.655596e-05
DUUM01	6.327203e-05	7.430363e-05
JALNXV01	8.861293e-05	4.853354e-05
JALEMS01	0.0001011338	3.595533e-05
DUPP01	0.0001121637	2.416686e-05
UMGS973	8.376196e-05	5.254264e-05
WRJK01	7.735343e-05	5.885683e-05
JAFGWI01	0.0001219956	1.412152e-05
HGM05232	6.266143e-05	7.29532e-05
Tetragenococcus	1.840993e-05	0.0001171513
UBA3637	0.0001052625	3.019364e-05
RGIG3732	8.729565e-05	4.806997e-05
Berryella	9.377803e-05	4.158738e-05
Alloclostridium	2.332369e-05	0.000111828
Rhizobium	8.959117e-06	0.0001260428
CAKSST01	8.907566e-05	4.585382e-05
UBA1737	0.0001047353	2.97492e-05
Alloruminococcus	6.502645e-05	6.929523e-05
SURF-55	9.677358e-05	3.690731e-05
CALVJF01	0.0001225837	1.099825e-05
DUMC01	8.239078e-05	5.08605e-05
CAKSKB01	0.0001088799	2.428415e-05
Thalassotalea	8.219816e-05	5.07814e-05
Faecalitalea	0.0001160985	1.679523e-05
UBA7867	0.0001112412	2.13779e-05
NaphS2	0.0001000873	3.199018e-05
RGIG5691	9.66829e-05	3.538452e-05
CALXJM01	0.0001075495	2.445964e-05
Morganella	9.794269e-05	3.375915e-05
RUG11623	0.0001131358	1.841968e-05
Mixta	0.0001253026	6.245518e-06
Azospirillum	9.207922e-05	3.930306e-05
Modestobacter_A	0.0001274205	3.69838e-06
JAEZTC01	4.929457e-06	0.0001259209
RGIG2202	5.436245e-05	7.631768e-05
UBA1206	8.552038e-05	4.513488e-05
RGIG1693	6.24427e-05	6.790189e-05
RGIG4103	0.0001000708	3.027336e-05
Alkalihalobacterium	9.925687e-05	3.079815e-05
UMGS1224	9.540285e-05	3.459894e-05
CAJGDV01	8.842456e-05	4.149252e-05
RUG12867	8.258184e-05	4.732596e-05
Planococcus	8.028862e-05	4.943054e-05
UBA9216	0.0001111657	1.836647e-05
JAEZWM01	2.249341e-05	0.0001068749
UBA1212	7.686735e-05	5.219886e-05
Romboutsia_A	6.833355e-05	6.037025e-05
Planktotalea	5.005946e-05	7.849612e-05
DTU022	6.075119e-05	6.76506e-05
UBA5232	7.409632e-05	5.42846e-05
Tenacibaculum	7.096125e-05	5.727971e-05
Terrilactibacillus	1.018607e-05	0.0001176966
DTU063	5.516201e-05	7.252644e-05
RGIG9417	5.690985e-05	7.004566e-05
RGIG1893	9.023297e-05	3.657346e-05
UBA12532	9.935115e-05	2.719819e-05
JAJZNU01	2.753592e-06	0.0001237518
JAKSPP01	8.793614e-05	3.838363e-05
JAEDEU01	7.44633e-05	5.155463e-05
UBA5444	9.005303e-05	3.5953e-05
PWPR01	0	0.0001254716
UBA1732	5.627607e-05	6.908794e-05
RGIG3013	9.095883e-05	3.430957e-05
DTU073	7.882209e-05	4.629313e-05
Mechercharimyces	6.04807e-05	6.462032e-05
UBA4717	0.0001012674	2.35921e-05
Entomohabitans	2.270283e-05	0.0001019513
RGIG9060	7.721878e-05	4.740738e-05
Bacillus_BD	3.588173e-05	8.871097e-05
Oligoflexus	9.853964e-05	2.597141e-05
CAJMQN01	5.804876e-05	6.613597e-05
SM2101	8.798519e-05	3.600937e-05
SIG704	9.544163e-05	2.842451e-05
UBA7868	7.815424e-05	4.546423e-05
UBA7227	1.164536e-06	0.0001223501
JAGQMZ01	3.7118e-05	8.629227e-05
JAFGQB01	1.866582e-05	0.0001046557
Rhodopseudomonas	0.0001026027	2.0694e-05
Termitinema	6.961621e-05	5.336564e-05
JAFGPJ01	4.686989e-05	7.610344e-05
Pelagibacter	0.0001084256	1.451406e-05
Gottschalkia_A	7.859669e-05	4.425512e-05
GWF1-51-8	7.796556e-06	0.0001150392
Clostridium_Z	4.640509e-05	7.628457e-05
Bog-209	0.0001140118	8.656092e-06
DUPQ01	9.103072e-05	3.1425e-05
CABJAA01	8.289931e-05	3.935644e-05
Nitrotoga	8.232312e-05	3.985435e-05
CAJPQU01	6.043876e-05	6.135904e-05
RGIG8164	2.9129e-05	9.265541e-05
RGIG4790	9.34488e-06	0.0001123668
WRKH01	2.30672e-05	9.857685e-05
DTU019	9.361489e-05	2.790939e-05
UBA1874	8.942228e-05	3.185262e-05
Thiomonas	0	0.000121233
Urinicoccus	0.0001046397	1.640104e-05
OEQK01	9.156667e-05	2.934132e-05
Finegoldia	8.146667e-05	3.894555e-05
JAEVLT01	3.605326e-05	8.433169e-05
JACRTK01	8.990571e-05	3.047336e-05
Halalkalibacterium	7.725427e-05	4.308923e-05
Nesterenkonia	7.253286e-07	0.0001195293
Soehngenia	3.280194e-05	8.704428e-05
B3-G15	7.281756e-05	4.690834e-05
UBA1847	2.88259e-05	9.076606e-05
RUG14239	6.821528e-05	5.132659e-05
UBA1770	9.571307e-05	2.377956e-05
Carnobacterium	0.0001170452	2.411955e-06
VGKM01	5.629623e-05	6.307343e-05
B1SED10-225	1.656746e-06	0.0001175254
Oryzomonas	5.881244e-05	6.035637e-05
UBA699	8.475732e-05	3.428691e-05
JALELM01	8.004703e-05	3.873877e-05
JAJXYA01	9.792407e-05	2.070365e-05
Novibacillus	9.168337e-05	2.690054e-05
Sphingobium	6.139913e-05	5.712191e-05
Fusibacter	6.885945e-05	4.928578e-05
RGIG7384	4.425264e-05	7.381369e-05
UBA9973	2.772439e-05	8.987972e-05
Slackia	7.18643e-05	4.52303e-05
CYSP01	4.474965e-05	7.228685e-05
Acetomicrobium	1.813347e-06	0.0001148741
PWPS01	9.372435e-05	2.271373e-05
UBA4045	8.447023e-05	3.190457e-05
Caccalectryoclostridium	6.13009e-05	5.498829e-05
CAKPCJ01	4.770569e-05	6.842568e-05
Mesotoga	5.696679e-05	5.914832e-05
WQXZ01	6.381772e-05	5.184022e-05
GWF2-39-15	0	0.0001156483
Niastella	6.267808e-05	5.284067e-05
JAILCQ01	5.515114e-05	6.024084e-05
JALOBO01	9.255514e-05	2.266923e-05
Kandleria	6.199039e-05	5.314719e-05
DUUG01	6.271487e-05	5.238782e-05
DUNV01	7.677344e-05	3.807825e-05
SpSt-1133	8.865519e-05	2.586158e-05
WREN01	7.323145e-06	0.0001071399
JAEXSP01	8.951923e-05	2.485773e-05
M50B92	5.987446e-07	0.0001136139
UBA1318	0.0001070095	7.181711e-06
JAAZKA01	3.455466e-05	7.962225e-05
Dethiobacter	8.094657e-05	3.321211e-05
JAGXRN01	8.480866e-05	2.931499e-05
Fervidicella	7.301431e-05	4.090009e-05
Thermosediminibacter	8.649259e-05	2.733282e-05
Myxococcus	6.035576e-05	5.285946e-05
Marinifilum	7.691846e-05	3.597202e-05
Mediannikoviicoccus	5.975497e-05	5.30391e-05
WQTQ01	8.790986e-05	2.374421e-05
RGIG7378	1.18406e-05	9.973004e-05
CAKQMD01	5.169279e-05	5.985788e-05
RFTN01	3.803467e-06	0.0001075458
Paenibacillus_AM	9.461894e-05	1.667455e-05
JALCSJ01	8.027775e-05	3.079305e-05
JAJFHM01	0	0.0001110642
WRMW01	6.389141e-05	4.706511e-05
Merdousia	7.114393e-05	3.974796e-05
Carboxydothermus	7.723379e-05	3.346586e-05
Caminicella	5.514635e-05	5.549903e-05
Amylolactobacillus	4.968015e-05	6.089717e-05
G11	8.053286e-05	2.981813e-05
Paenibacillus_AE	0.0001083074	2.030327e-06
GWF2-35-9	6.275367e-05	4.746486e-05
Mesosutterella	2.054309e-05	8.942285e-05
SIG373	9.301723e-05	1.641647e-05
Radiobacillus	7.468952e-05	3.452396e-05
RUG13279	0.0001055522	3.57266e-06
GWF2-50-93	6.36165e-05	4.545986e-05
MGBC133411	6.765471e-05	4.12916e-05
Sphaerochaeta_A	7.390729e-05	3.496419e-05
GCA-2746885	1.933583e-05	8.93492e-05
Biomaibacter	8.281822e-05	2.573083e-05
Polycladomyces	8.316282e-05	2.533723e-05
HGM11417	5.816273e-05	5.007293e-05
CAG-552	7.063825e-05	3.743827e-05
CADBOM01	6.255085e-05	4.539519e-05
UBA1222	9.054364e-05	1.728899e-05
Thermincola	7.659934e-05	3.115018e-05
WQZE01	0	0.0001076655
Caldanaerobius	7.29778e-05	3.414737e-05
Diaphorobacter_A	8.305139e-05	2.378409e-05
WRFS01	9.093864e-05	1.586392e-05
CAKVJS01	4.768067e-05	5.911128e-05
RUG14215	7.230077e-05	3.417482e-05
UBA5389	4.401251e-05	6.199931e-05
DYJU01	8.865841e-05	1.730233e-05
RGIG5755	6.089423e-05	4.493118e-05
RGIG10202	2.594336e-05	7.96572e-05
UBA3680	7.281343e-05	3.263107e-05
Thermoanaerobacter	6.556316e-05	3.980394e-05
RGIG529	5.486388e-05	5.031432e-05
Moraxella	8.838744e-05	1.662218e-05
JAEDMO01	5.93222e-05	4.559648e-05
UBA12478	0	0.0001048376
CAG-1252	3.564212e-05	6.91808e-05
CAIXLI01	0	0.0001046508
DUPL01	6.857391e-05	3.595367e-05
Noviherbaspirillum	5.895275e-05	4.539862e-05
Enterococcus_I	7.10916e-05	3.313892e-05
Tenebrionibacter	7.513022e-06	9.662262e-05
Fusobacterium_C	5.316229e-05	5.091817e-05
JALQXV01	0	0.0001040044
UBA1739	3.709217e-05	6.642693e-05
Treponema	4.599107e-05	5.731333e-05
JAHFEG01	9.153525e-05	1.169438e-05
UBA4951	7.34805e-05	2.966832e-05
Arcicella	2.688907e-05	7.615098e-05
CALWWP01	9.440291e-05	8.524882e-06
JANWVO01	6.607718e-05	3.667908e-05
CAIUKV01	4.745048e-05	5.52396e-05
UBA5318	8.041703e-05	2.215213e-05
CAIMUM01	0	0.0001025509
UBA1775	4.484831e-05	5.765491e-05
Mt11	8.991361e-05	1.256123e-05
Fastidiosipila	2.71977e-05	7.521978e-05
CALXSZ01	6.558902e-05	3.665679e-05
RGIG3159	6.288039e-05	3.934186e-05
JAAZBG01	8.228012e-05	1.990859e-05
Lucifera	5.742236e-05	4.475235e-05
Peptoniphilus_C	5.810162e-05	4.40207e-05
RBG-16-66-20	0	0.0001019652
Coprousia	6.636584e-05	3.552898e-05
JAHJJA01	1.653237e-05	8.52806e-05
DRKV01	0.0001017695	0
UBA9296	7.520397e-05	2.636816e-05
JAEWSN01	3.361899e-05	6.788726e-05
UMGS1260	2.057377e-05	8.083991e-05
Desulfurella	1.139915e-05	8.997155e-05
RGIG5097	7.028956e-05	3.081213e-05
GCA-2699125	4.606155e-05	5.485224e-05
UBA2903	2.634587e-05	7.43079e-05
DTU064	9.359447e-05	6.806278e-06
Savagea	2.196061e-05	7.83964e-05
Desemzia	2.162472e-05	7.860987e-05
RGIG5474	5.879154e-05	4.119997e-05
Clostridium_AS	4.988951e-05	5.009594e-05
DUSG01	8.083927e-05	1.900209e-05
SIG32	6.101266e-05	3.877418e-05
SIG510	8.070044e-05	1.899782e-05
MES13	7.186983e-05	2.782207e-05
VENG01	8.265219e-05	1.673002e-05
CAJCBL01	7.471208e-05	2.464501e-05
Marinilactibacillus	7.644122e-05	2.261332e-05
UBA6022	0	9.879261e-05
UBA5851	7.323603e-05	2.548758e-05
Thermosyntropha	6.845681e-05	3.019265e-05
PHBD01	8.043918e-05	1.807611e-05
RGIG5495	3.324377e-05	6.510846e-05
GPS1B09	4.695268e-05	5.125445e-05
RGIG8497	6.510492e-05	3.301577e-05
XYC2-34-220	0	9.793281e-05
Thalassospira	5.612741e-05	4.142374e-05
Terribacillus	3.740317e-05	5.982636e-05
JACCQO01	0	9.700784e-05
Parascardovia	7.097268e-05	2.595932e-05
JAFADI01	6.729061e-05	2.920961e-05
Pontibacillus	6.303005e-05	3.324344e-05
UBA1764	9.236269e-05	3.838677e-06
JAEYTP01	6.566245e-05	3.050956e-05
Fuchsiella	8.574274e-05	1.036752e-05
Segetibacter	1.907494e-05	7.701404e-05
UBA7597	6.321539e-05	3.266675e-05
UBA6382	6.089041e-05	3.498808e-05
DTYX01	5.458747e-05	4.123752e-05
HGM12789	4.92284e-05	4.658093e-05
RGIG7111	5.35935e-05	4.217999e-05
JACMMQ01	9.434278e-05	1.427393e-06
JAAYLU01	6.870058e-05	2.702671e-05
UBA9862	6.366807e-05	3.188125e-05
UBA1174	8.821161e-05	7.300563e-06
UBA1444	6.006232e-05	3.541135e-05
Leptospira_B	8.142738e-05	1.394787e-05
JAFDCJ01	1.49001e-05	7.999636e-05
Afipia	2.281583e-05	7.207121e-05
4572-130	8.809485e-05	6.64418e-06
JAAZLJ01	8.127434e-05	1.307332e-05
UBA1380	6.554675e-05	2.878933e-05
UBA3583	6.034964e-05	3.396007e-05
Enterosoma	2.047324e-05	7.374846e-05
JAENIS01	8.923709e-06	8.526386e-05
CALUUT01	4.005064e-06	8.989975e-05
Nocardioides	3.956811e-05	5.427985e-05
CALXXX01	3.211925e-05	6.157501e-05
JAAYSD01	5.98136e-05	3.370579e-05
UBA1422	5.219452e-05	4.113672e-05
Irregularibacter	7.202333e-05	2.124347e-05
Alkaliphilus	6.38303e-05	2.942847e-05
SIG655	5.781289e-05	3.542713e-05
Eggerthia	4.520614e-05	4.778268e-05
Magnetovibrio	9.29499e-05	0
RGIG5327	5.458484e-05	3.83398e-05
Paenibacillus_AB	6.603659e-05	2.677598e-05
JAHDCE01	8.198872e-05	1.077077e-05
DXWE01	5.881441e-05	3.388081e-05
CAG-914	0	9.257036e-05
JAJDZL01	0	9.252283e-05
UBA4068	4.865028e-05	4.384484e-05
JAAZIX01	8.106075e-05	1.141253e-05
BRHc4a	7.086556e-05	2.125788e-05
Frischella	3.992428e-05	5.214349e-05
UBA1715	5.417926e-05	3.784734e-05
RGIG2945	4.613386e-05	4.576181e-05
RGIG5270	0	9.132469e-05
Ferruginibacter	5.468771e-05	3.651548e-05
Garciella	5.120882e-05	3.99359e-05
CALWVF01	3.759341e-05	5.316453e-05
JAAZJW01	7.964981e-05	1.105921e-05
Saccharibacillus	5.425853e-05	3.640063e-05
JAENYO01	0	9.049809e-05
UBA10085	7.936833e-05	1.099484e-05
JADKFS01	4.814365e-05	4.190101e-05
JAJQAN01	6.584599e-05	2.402926e-05
Thermosynergistes	8.133424e-05	8.428343e-06
DUOU01	6.776828e-05	2.193989e-05
JAKSCF01	5.647477e-05	3.317028e-05
Rothia	3.518723e-05	5.444041e-05
Gallitreponema	4.814064e-05	4.139225e-05
RGIG9126	6.730791e-05	2.220357e-05
Paenibacillus_W	4.084507e-05	4.864726e-05
Nodosilinea	4.056469e-05	4.886374e-05
Specibacter	1.182615e-05	7.752866e-05
RGIG1911	6.639573e-05	2.258695e-05
UBA6794	3.456561e-05	5.424361e-05
JAHJGY01	8.206771e-05	6.695426e-06
Bacillus_AG	3.507806e-05	5.35983e-05
Microsaccharimonas	2.217066e-05	6.637465e-05
JAEXNS01	4.746293e-05	4.106418e-05
Agarilytica	6.650857e-05	2.192677e-05
JAKVKZ01	2.756245e-05	6.072251e-05
Bacillus_BW	4.539932e-05	4.262404e-05
Desulforhopalus	2.022701e-05	6.774553e-05
JAKFUW01	0	8.784904e-05
UBA9786	3.607373e-05	5.17455e-05
UBA4055	2.668329e-05	6.10416e-05
Tenuifilum	2.185959e-05	6.584284e-05
UBA5195	3.205215e-05	5.559583e-05
JACIYF01	6.620151e-05	2.121345e-05
Alectryobacillus	1.386224e-05	7.346347e-05
JAAYCT01	4.48747e-05	4.241864e-05
UBA1431	4.522672e-05	4.191026e-05
JAATEZ01	4.514777e-05	4.17208e-05
KA00134	6.42155e-05	2.258761e-05
JAIZZN01	5.710964e-05	2.959607e-05
SIG262	4.075639e-05	4.59364e-05
RGIG1874	6.241016e-06	8.015305e-05
WRAH01	6.020947e-05	2.617718e-05
WREB01	3.898213e-05	4.73867e-05
RGIG1864	4.134269e-05	4.493529e-05
Dyadobacter	0	8.624911e-05
Ghiorsea	4.259705e-05	4.350753e-05
Gordonia	7.326992e-06	7.870287e-05
UBA2922	6.962913e-05	1.639521e-05
Wenzhouxiangella	0	8.594528e-05
JAGXLK01	8.462049e-05	1.078672e-06
Bosea	5.257065e-05	3.292431e-05
JABWCE01	9.612977e-06	7.56988e-05
YY08-10	6.987752e-05	1.540289e-05
Wolbachia	4.445051e-05	4.077752e-05
JAFGOZ01	6.953703e-05	1.557324e-05
Cryptoclostridium	5.651044e-05	2.841586e-05
SIG685	6.445632e-05	2.045027e-05
UBA5456	3.128205e-05	5.354504e-05
UMGS929	3.827437e-05	4.642446e-05
Salirhabdus	6.84096e-05	1.620786e-05
JAGQNK01	4.115642e-06	8.03633e-05
UMGS621	4.08737e-05	4.355453e-05
Domibacillus	4.928986e-05	3.481249e-05
Isobaculum	6.264509e-05	2.14547e-05
RUG13615	3.734915e-05	4.673394e-05
UBA8950	7.364368e-05	1.033158e-05
JANLFN01	3.953484e-05	4.427314e-05
SIG354	5.568141e-05	2.801694e-05
Rummeliibacillus	6.384038e-05	1.959463e-05
Altimarinus	0	8.328064e-05
SIG437	8.041554e-05	2.652944e-06
SKGK01	5.042757e-05	3.262374e-05
RGIG4928	5.243139e-05	3.06028e-05
JAILZP01	3.544843e-05	4.750655e-05
JAKAGC01	4.927829e-05	3.3557e-05
JAKJEM01	3.313449e-05	4.958268e-05
Marispirochaeta	6.889271e-05	1.379684e-05
Kmv33	1.087596e-05	7.17706e-05
Sulfobacillus	7.403211e-05	8.375498e-06
CAG-977	7.181063e-05	1.058129e-05
Parolsenella	6.581242e-05	1.647227e-05
Caloramator	7.041958e-05	1.182257e-05
Cyclonatronum	0	8.220507e-05
Bacillus_BN	6.825613e-05	1.389531e-05
CFH-S0501	5.837516e-05	2.358174e-05
JAAZDU01	3.245586e-05	4.945921e-05
CAJKWP01	5.435251e-05	2.754408e-05
WRAP01	3.35189e-05	4.837699e-05
Cryptobacterium	4.903879e-05	3.262418e-05
JAENZX01	3.718126e-05	4.399546e-05
WQUG01	1.047559e-05	7.06251e-05
Fenollaria	5.836568e-05	2.269495e-05
Pedobacter_B	7.815751e-05	2.875325e-06
Neorhizobium	6.900564e-05	1.191742e-05
Anaerobacillus_A	6.087687e-05	2.003689e-05
RGIG8399	6.493869e-05	1.585566e-05
Neofamilia	4.337955e-05	3.730315e-05
UBA11471	1.939401e-05	6.107045e-05
UM-FILTER-42-14	0	8.012661e-05
Metabacillus_C	0	7.999727e-05
WM01	1.674786e-05	6.286412e-05
Aminobacterium	5.682614e-05	2.274509e-05
Erysipelothrix	5.116107e-05	2.836228e-05
WG-1	6.598121e-05	1.35302e-05
JAAYSF01	5.574985e-05	2.373336e-05
Seleniivibrio	7.91868e-05	0
Olsenella_H	3.557448e-05	4.351775e-05
SKHV01	5.439438e-05	2.458922e-05
JAHDRN01	5.210624e-05	2.669372e-05
UBA5799	7.686473e-06	7.104786e-05
Agrococcus	5.790675e-06	7.293761e-05
Gleimia	1.054538e-05	6.804422e-05
Paenibacillus_L	5.669602e-05	2.183547e-05
UBA1771	5.742836e-05	2.106853e-05
JG1575	5.678997e-05	2.156761e-05
JAGLNE01	3.598719e-06	7.473887e-05
Megasphaera_A	5.902891e-05	1.928559e-05
Desulfocapsa	7.328519e-05	4.965083e-06
UBA10908	6.395839e-05	1.424825e-05
Facklamia	4.699624e-05	3.08095e-05
JAAXUF01	5.445516e-05	2.332546e-05
JAJXUE01	3.965439e-05	3.80881e-05
DTU032	3.268475e-05	4.501146e-05
Propionivibrio	0	7.768956e-05
UBA11889	1.585783e-05	6.182373e-05
Caloramator_B	5.163267e-05	2.600908e-05
GCA-002724975	0	7.757895e-05
JAAYGO01	5.046487e-05	2.704031e-05
Paenalcaligenes	5.773126e-05	1.97278e-05
Paucilactobacillus	4.861218e-05	2.849353e-05
Microvirga	2.936306e-05	4.764661e-05
DREG01	1.701187e-05	5.976882e-05
Rubrobacter_B	5.348647e-05	2.323983e-05
JAJFTT01	3.694099e-05	3.96604e-05
CALWZV01	6.861075e-05	7.982511e-06
39-52-133	4.944925e-05	2.710612e-05
GCA-2733545	5.792067e-05	1.830106e-05
Rhodospira	4.347782e-05	3.24793e-05
RGIG9670	4.803813e-05	2.785802e-05
Methyloceanibacter	2.56166e-05	5.026525e-05
DUTS01	5.00186e-05	2.584042e-05
JADGNZ01	5.331274e-05	2.252099e-05
JAKADD01	4.870389e-05	2.707582e-05
JAEELK01	2.264285e-05	5.305268e-05
JAMNYG01	5.74658e-05	1.814977e-05
