ID	LPD1	LPD2	LPD3	LPD4	FN1	FN2	FN3	FN4
LPD1	0	0.388030894119887	0.289658752483141	0.354759045865856	0.621751582356614	0.557381296575928	0.567153634047874	0.596529884982469
LPD2	0.388030894119887	0	0.250548758483141	0.258609622794419	0.40915207235924	0.357108080060259	0.373574919356734	0.411095530961272
LPD3	0.289658752483141	0.250548758483141	0	0.316353253053716	0.522038647292555	0.460135978337645	0.505082532857197	0.534644874865307
LPD4	0.354759045865856	0.258609622794419	0.316353253053716	0	0.398464342692567	0.394905217737958	0.341111803161843	0.36561087555092
FN1	0.621751582356614	0.40915207235924	0.522038647292555	0.398464342692567	0	0.331924435142933	0.311319017191143	0.234666043128347
FN2	0.557381296575928	0.357108080060259	0.460135978337645	0.394905217737958	0.331924435142933	0	0.214537688190373	0.292107386257842
FN3	0.567153634047874	0.373574919356734	0.505082532857197	0.341111803161843	0.311319017191143	0.214537688190373	0	0.179620214460141
FN4	0.596529884982469	0.411095530961272	0.534644874865307	0.36561087555092	0.234666043128347	0.292107386257842	0.179620214460141	0
